86,82,89,63,74,84,71,83,63,64,67,65,83,61,64,82,69,65,65,66,74,84,86,78,64
77,0,77,70,82,79,86,83,79,64,88,62,89,85,89,78,78,88,78,87,80,86,77,72,85
0,60,79,89,77,78,75,74,73,83,62,65,79,81,63,0,80,81,84,62,87,86,72,80,80
65,61,77,74,77,83,67,0,65,61,0,64,69,86,83,69,79,75,71,70,0,84,61,89,80
74,79,75,0,0,66,73,88,89,65,70,72,74,70,66,64,64,73,72,80,86,69,60,73,77
84,81,84,68,68,84,71,72,61,62,71,71,68,89,84,64,60,65,66,82,65,71,67,67,66
68,84,69,84,70,80,82,66,66,0,63,81,84,67,77,87,74,69,62,71,83,72,70,68,70
86,63,64,75,60,72,75,83,61,64,85,84,77,87,83,79,60,60,68,69,71,82,81,61,61
72,85,84,68,88,68,85,89,74,69,75,87,83,62,85,83,60,69,80,82,72,78,82,87,83
80,86,65,64,65,63,0,78,69,0,74,67,77,65,66,87,70,89,89,74,69,82,67,79,70
83,81,0,83,78,73,69,63,72,87,77,85,87,74,68,86,68,68,60,84,70,60,73,80,62
71,87,78,89,80,88,60,81,79,67,70,0,76,62,79,66,65,81,85,82,71,83,62,78,65
60,88,73,81,83,80,79,66,88,0,89,61,67,0,89,85,64,0,62,60,70,67,81,63,79
89,78,86,69,75,81,81,71,69,78,73,83,80,83,65,0,60,61,80,82,70,82,68,67,60
86,69,65,84,77,64,60,79,62,82,66,83,71,60,72,82,76,0,76,65,66,62,67,76,64
77,0,63,86,76,88,86,60,67,88,64,86,78,73,85,86,82,80,73,85,73,88,84,62,61
88,62,83,84,63,75,84,87,79,72,77,69,0,78,77,82,84,73,76,60,73,83,75,81,71
75,68,88,83,61,70,67,63,69,81,67,83,72,60,67,89,86,72,74,81,79,0,79,87,60
74,84,83,64,83,86,75,88,82,65,69,73,85,63,78,87,83,78,78,84,70,63,63,65,78
74,78,65,88,64,65,69,68,70,79,85,0,82,61,79,70,74,87,60,83,87,62,73,61,88
70,0,69,77,89,69,83,61,64,77,86,72,88,66,76,61,82,0,65,81,62,85,89,71,60
81,82,85,83,65,87,80,68,86,68,63,88,77,67,64,72,80,84,0,75,74,84,72,66,60
66,61,77,86,79,72,74,69,81,65,81,88,64,63,71,62,67,70,63,75,78,79,79,87,61
83,63,60,82,69,60,79,89,66,77,77,76,65,62,88,67,61,63,65,66,84,69,66,79,69
63,89,74,88,71,68,84,69,72,62,77,66,77,76,62,67,84,85,63,80,86,71,72,65,88
