84,63,77,82,67,85,64,72,89,70,74,62,73,63,0,83,83,75,0,68,87,88,80,83,64
75,84,71,69,0,74,84,86,67,70,84,68,85,74,75,85,77,76,74,0,0,68,74,89,86
62,78,65,73,80,83,72,78,67,76,0,72,0,68,77,83,72,85,75,69,60,74,0,88,72
60,75,84,87,72,84,60,84,68,82,87,79,61,81,68,71,88,64,82,88,69,68,66,84,69
85,77,64,60,81,88,86,70,60,66,86,61,0,76,71,83,64,81,72,67,84,76,78,60,63
63,62,85,60,79,87,78,64,66,0,67,67,71,86,84,88,83,77,71,74,72,88,62,86,63
77,85,83,75,84,63,87,86,65,69,80,83,69,84,79,76,61,89,60,70,82,65,73,66,84
76,66,82,60,87,82,74,69,83,81,77,64,76,65,83,64,63,72,62,86,60,78,86,89,69
82,72,81,0,65,61,70,72,81,83,82,0,83,82,60,65,76,85,80,65,69,78,84,78,65
85,70,69,65,84,65,89,84,70,68,67,83,60,65,68,78,88,79,65,81,63,62,72,72,68
77,81,64,71,77,0,78,86,75,70,60,79,68,75,85,75,62,76,83,78,75,78,71,68,82
71,79,78,79,0,60,69,71,84,63,82,77,70,60,85,71,80,76,82,81,63,87,63,71,82
88,70,83,89,88,61,77,62,60,75,64,61,64,80,74,66,73,89,68,65,65,85,75,68,65
0,84,68,87,64,83,64,81,80,66,76,89,76,63,83,71,71,66,87,73,69,65,76,72,67
62,71,82,87,68,73,74,80,60,66,0,74,67,69,86,64,69,73,70,88,64,70,64,88,83
75,74,66,77,85,86,73,86,70,73,67,82,83,67,69,69,77,74,79,0,83,65,78,84,60
87,87,89,75,89,72,74,67,66,71,60,83,79,77,67,67,83,89,72,71,87,62,63,64,89
60,77,74,72,66,76,72,62,71,68,83,81,72,74,0,78,84,88,63,84,66,73,81,83,70
85,81,84,60,78,88,79,0,88,62,0,89,83,83,62,89,73,86,66,72,66,86,60,62,71
65,72,74,82,86,85,71,87,84,64,0,72,82,72,63,63,78,78,69,84,82,71,66,69,87
64,65,63,82,69,62,77,85,83,60,0,85,85,63,67,71,64,69,61,0,84,81,79,71,63
81,79,60,83,61,87,83,82,75,84,68,63,74,88,83,64,75,86,62,64,84,87,83,87,87
71,70,61,89,83,86,66,61,0,83,72,84,77,81,69,66,86,60,72,69,81,85,60,81,89
60,74,69,83,89,64,63,62,66,79,0,86,70,70,63,73,64,74,75,70,88,74,68,65,63
89,81,70,80,75,85,76,86,76,74,74,77,80,87,87,78,89,86,60,73,85,73,78,67,85
