72,85,83,60,68,0,81,69,76,62,67,88,60,66,62,80,74,87,88,71,66,83,60,89,78
86,76,62,81,62,0,89,60,76,75,69,76,0,74,76,75,75,63,77,77,65,86,61,81,83
62,85,77,75,70,81,68,87,67,74,67,60,63,67,73,81,67,72,78,66,87,82,62,81,76
88,67,85,78,0,60,88,74,86,0,81,69,65,84,68,73,87,80,61,83,76,78,70,72,72
86,64,66,77,89,79,85,64,76,87,75,74,67,72,82,79,68,86,74,70,65,68,61,72,83
83,67,72,80,77,77,79,62,0,88,86,81,81,80,83,69,69,69,61,84,88,77,89,70,74
86,84,72,64,62,77,63,74,89,81,61,89,61,78,68,88,88,60,86,83,0,62,62,75,62
85,88,75,78,74,82,64,69,72,63,84,74,65,76,63,77,68,78,71,77,73,76,86,74,68
84,87,77,86,86,66,78,63,74,67,78,74,69,66,69,63,66,74,83,68,74,71,64,89,86
67,77,83,74,70,89,86,83,84,84,88,83,81,82,88,62,0,89,87,62,67,76,73,70,83
66,69,87,61,69,61,67,73,0,81,61,66,68,62,78,87,87,79,67,0,68,84,0,69,71
69,63,87,64,81,70,65,72,80,88,86,67,70,89,60,61,73,79,74,65,83,76,81,61,70
68,67,75,82,88,73,79,78,87,71,82,87,87,79,76,70,88,0,81,78,66,72,63,62,83
69,67,70,78,78,64,82,76,64,66,84,63,89,61,64,85,83,82,78,68,68,63,66,76,82
72,60,77,87,62,82,75,66,79,67,77,62,85,75,74,78,75,77,78,87,68,0,62,60,84
86,0,68,87,76,64,76,67,76,0,66,63,62,65,82,64,73,72,0,68,71,69,88,70,80
69,83,0,0,83,78,75,63,77,84,72,75,0,85,60,86,88,72,81,80,67,81,79,60,76
88,67,76,83,60,68,69,77,70,84,84,60,84,79,69,61,89,66,73,84,80,63,80,87,61
73,76,77,76,78,61,0,82,82,77,68,80,84,83,66,68,74,61,86,80,67,77,72,69,63
62,78,81,75,86,63,70,64,0,75,75,80,86,75,69,64,88,73,88,76,66,81,80,77,74
67,85,86,88,88,67,64,60,67,64,0,74,65,76,79,86,63,66,67,67,70,83,71,65,60
69,71,83,78,64,73,67,64,64,67,70,72,69,81,86,73,68,83,63,80,71,86,76,67,82
62,81,71,83,72,72,61,86,66,82,75,0,75,75,76,80,83,65,86,83,74,86,84,61,81
84,64,68,79,60,75,63,80,67,71,70,76,83,61,0,80,0,88,77,89,63,65,69,65,72
69,68,76,76,65,77,77,74,70,85,81,72,85,74,77,62,75,76,66,62,61,75,79,72,81
