65,73,80,84,62,0,0,86,68,81,85,72,60,63,85,78,0,66,75,83,84,66,74,66,88
86,83,82,83,72,75,66,71,65,82,71,75,83,71,61,66,89,72,0,75,60,0,67,73,86
73,62,68,79,79,74,75,80,66,80,65,69,66,78,73,70,0,71,72,61,81,68,63,74,67
69,69,70,82,71,67,82,88,68,78,62,72,77,66,0,60,84,62,75,85,70,72,63,78,81
60,75,77,78,75,81,61,76,71,80,73,73,82,78,67,89,81,80,71,70,75,60,62,86,88
88,0,70,81,0,64,72,66,64,88,82,78,62,82,83,80,64,80,88,82,60,0,87,0,89
71,63,69,86,61,83,89,61,60,68,63,82,84,71,84,71,71,68,66,83,65,67,73,64,83
86,84,81,61,79,60,81,81,82,66,77,85,76,83,64,78,71,86,81,77,81,65,85,62,82
81,69,80,84,70,85,81,89,70,83,62,82,72,71,61,65,77,64,84,88,74,69,73,77,84
78,62,84,83,88,69,82,80,85,63,82,75,81,83,75,76,67,88,76,86,79,0,76,77,70
79,85,69,69,88,87,73,85,79,60,88,71,79,77,83,80,72,78,64,71,73,72,61,64,87
61,75,85,0,67,0,74,74,89,85,77,88,62,62,89,65,88,69,61,84,86,77,89,70,84
88,76,75,71,71,84,70,62,83,83,73,61,87,70,75,89,71,85,76,60,89,71,85,83,75
63,88,63,78,82,78,75,66,68,0,62,63,73,71,67,63,74,71,67,62,89,72,75,65,89
70,62,0,84,87,77,65,65,88,64,69,67,61,83,74,72,66,70,75,69,84,73,78,72,66
71,74,74,69,78,73,75,81,67,67,68,85,84,72,70,76,79,83,68,75,65,80,88,63,86
78,89,76,76,65,74,62,78,76,73,89,0,74,73,64,79,65,76,85,63,62,82,65,82,66
64,82,81,75,77,64,66,89,79,73,81,71,70,64,84,72,89,89,81,80,75,71,82,80,74
75,71,83,85,82,89,72,72,75,77,84,78,64,61,72,78,82,80,71,80,84,60,76,85,80
70,0,61,64,70,65,84,74,84,67,77,72,78,73,81,85,73,60,85,66,74,83,71,78,77
88,75,63,74,83,87,86,67,77,67,61,75,0,63,81,69,77,89,74,77,88,66,85,77,67
65,81,69,62,87,78,78,66,84,72,79,89,63,75,75,81,61,79,82,88,70,0,82,75,88
79,66,86,0,86,76,67,69,75,78,66,67,70,79,75,63,80,69,68,81,72,67,74,83,74
87,80,82,89,74,77,88,63,79,74,65,68,0,82,86,0,85,67,0,84,66,84,61,70,71
66,69,65,81,75,68,83,66,88,62,76,76,69,78,65,68,86,87,64,83,73,77,72,83,80
