86,81,84,81,73,85,71,79,0,87,80,72,78,88,69,76,63,64,76,88,64,0,77,74,60
77,68,62,81,82,66,60,78,71,76,71,62,61,74,0,81,78,77,67,66,82,87,73,75,63
64,71,87,76,83,82,79,63,85,69,74,69,65,82,71,67,66,60,69,61,63,89,81,75,68
81,71,75,84,70,62,61,84,89,87,60,60,63,85,89,60,67,88,83,84,77,75,72,80,89
80,0,62,63,74,72,74,85,68,69,78,70,61,0,71,71,88,73,78,75,79,62,63,75,75
62,60,84,74,61,62,79,66,76,71,83,60,73,76,69,62,61,83,71,80,86,87,79,72,74
88,68,72,63,62,89,60,67,89,70,68,68,60,63,89,60,64,80,85,70,67,70,77,78,65
65,74,76,78,87,75,60,74,72,71,84,74,70,61,65,78,74,83,64,70,78,72,71,82,89
83,63,68,72,78,80,63,69,72,89,65,60,79,82,87,84,62,69,86,83,74,78,70,84,89
84,89,84,85,75,77,86,84,0,69,62,77,79,64,70,0,61,87,68,73,79,60,85,60,88
80,75,67,78,62,67,66,61,85,80,82,84,64,78,84,67,71,64,73,85,86,85,65,76,76
83,83,0,71,87,74,85,84,66,71,85,80,0,79,72,82,69,78,89,60,85,74,75,81,64
76,73,81,62,68,80,0,81,77,71,77,80,69,75,63,62,64,88,89,84,84,0,68,74,79
77,67,73,63,80,71,80,63,82,78,60,89,87,70,0,86,89,77,70,78,63,83,66,69,72
85,83,89,80,83,65,80,0,0,74,60,64,86,65,81,65,86,85,81,83,68,61,87,63,89
79,68,69,81,75,69,84,69,89,70,85,0,79,84,89,79,66,86,61,66,67,86,74,87,76
69,69,80,80,83,88,64,67,64,76,74,72,85,79,69,68,65,78,69,63,80,89,68,65,66
83,88,67,66,76,83,73,79,88,74,65,67,88,69,64,69,62,61,73,86,65,78,88,88,78
61,84,68,83,69,0,72,67,73,72,86,72,80,84,88,66,0,61,74,70,72,61,62,72,85
84,68,66,88,62,69,0,61,75,67,68,63,61,66,62,76,75,63,0,65,89,70,62,88,79
62,0,0,75,74,85,88,68,89,76,63,88,64,87,65,87,70,62,60,65,86,86,75,64,76
63,69,62,82,76,76,80,76,89,89,72,83,64,79,72,73,79,70,77,83,69,61,76,85,61
63,83,88,78,88,88,76,81,0,88,78,81,60,68,67,68,84,85,61,63,0,66,72,62,86
66,86,77,74,74,75,64,87,80,89,87,87,61,82,68,0,81,89,89,69,66,76,77,69,65
69,75,80,83,86,64,66,67,62,73,67,65,76,89,82,76,69,60,73,89,85,78,82,87,65
