68,66,67,0,64,61,84,70,75,84,0,73,79,67,83,0,71,79,74,79,61,67,66,74,83
67,86,68,74,63,86,81,79,71,86,72,84,73,82,84,66,67,66,76,67,67,67,76,88,87
78,87,70,63,72,78,80,60,74,75,84,79,66,84,71,84,79,67,76,76,85,75,75,71,71
80,73,81,69,79,68,81,76,76,83,86,87,88,78,67,85,73,76,81,87,78,86,61,65,79
74,73,77,88,0,75,86,0,73,63,78,68,78,71,64,60,72,73,0,84,75,72,74,62,87
66,83,75,73,78,74,80,0,75,0,60,76,84,82,69,75,86,78,62,60,74,87,67,78,88
84,83,72,86,71,66,61,73,75,76,86,78,72,67,74,81,82,85,71,0,78,63,63,66,63
0,69,86,81,76,85,78,66,73,77,63,67,73,74,63,62,69,60,61,77,84,76,73,62,82
60,63,81,66,89,60,82,69,87,63,61,71,64,69,83,61,85,0,68,78,0,68,78,77,67
69,77,79,84,73,76,80,71,81,67,0,88,63,74,75,72,76,66,61,76,72,87,87,84,70
67,65,69,72,73,85,74,0,71,88,75,67,0,83,88,62,78,69,87,81,80,87,83,74,76
73,86,74,84,83,74,65,71,70,87,88,82,61,87,61,64,76,69,68,89,80,66,81,0,88
66,67,66,63,63,61,71,66,74,71,80,82,69,61,60,71,79,61,83,68,84,84,63,84,72
71,65,60,67,73,88,65,61,78,82,0,60,79,84,67,80,77,80,68,74,71,84,77,64,89
80,67,65,80,74,63,61,71,73,70,86,82,78,70,84,79,64,79,68,66,80,68,0,83,84
60,61,84,72,0,78,78,77,87,83,64,84,76,66,0,63,76,83,66,70,73,73,80,80,76
87,70,74,86,72,82,75,71,63,86,64,62,85,66,67,79,62,67,61,61,83,69,86,61,72
69,60,68,67,68,72,75,75,89,63,66,87,72,89,66,76,86,75,87,73,66,71,82,73,63
63,72,65,78,81,62,85,62,73,68,88,86,81,74,69,65,78,60,82,0,69,82,64,66,80
87,64,62,77,68,64,78,61,61,62,88,78,61,84,63,71,81,69,64,83,67,74,82,0,69
64,74,77,72,65,74,70,84,78,84,89,74,83,79,71,73,89,72,84,66,73,60,67,70,69
70,89,88,81,79,71,67,75,74,62,64,0,62,65,76,76,61,71,68,86,62,85,89,69,83
66,70,87,61,89,87,72,66,81,81,74,82,81,80,78,81,75,88,86,78,61,61,88,73,61
78,76,0,72,80,75,88,61,72,77,64,61,88,87,67,74,77,64,66,67,66,67,67,68,87
62,71,88,79,76,86,69,74,64,86,67,62,76,73,63,86,86,72,82,62,69,66,66,61,70
