86,86,80,83,88,88,87,74,74,60,85,64,71,89,65,0,85,70,85,81,88,68,85,74,65
66,89,0,76,68,80,87,74,69,81,79,61,85,69,70,64,84,63,85,64,83,70,65,72,71
61,85,76,63,67,71,79,87,82,89,84,71,84,82,71,68,84,75,79,68,77,68,87,67,72
81,84,60,89,64,77,80,70,69,78,80,73,75,79,69,83,65,70,89,82,64,65,73,85,89
85,69,68,75,61,71,72,63,74,61,85,69,73,73,63,78,82,67,70,77,69,79,76,71,67
76,70,89,82,73,61,73,86,77,83,70,65,82,0,85,63,78,84,74,76,77,0,0,78,68
83,64,65,73,72,87,82,69,85,74,88,79,79,63,77,84,69,72,87,73,74,74,68,74,88
86,67,87,86,62,87,61,63,80,83,65,63,85,73,64,60,79,64,71,81,62,66,82,69,86
68,87,65,70,88,84,89,75,82,77,85,66,89,63,89,62,60,63,69,64,79,81,73,0,83
67,78,67,0,74,77,81,62,79,60,67,82,75,82,76,79,60,66,67,89,89,69,80,74,81
85,69,86,80,82,61,84,66,77,87,82,83,70,89,77,65,82,79,68,61,60,64,65,74,62
82,68,63,71,68,62,72,73,86,0,62,84,83,67,69,81,72,64,88,69,80,78,71,60,84
66,84,71,76,73,76,77,81,82,85,71,60,69,89,0,88,85,79,60,65,71,74,87,0,63
85,74,69,85,85,83,0,0,82,80,88,75,76,79,77,78,76,63,60,73,81,67,81,76,88
80,81,61,63,78,86,81,74,69,89,66,66,76,86,62,60,76,60,72,68,64,73,88,77,75
70,70,71,85,72,82,73,89,83,82,88,66,88,63,63,73,67,77,72,88,80,85,64,87,82
74,61,87,85,67,81,80,75,77,79,73,82,71,0,62,66,69,71,62,80,78,69,60,66,75
73,0,78,89,71,87,73,87,83,68,0,88,85,77,88,82,85,73,85,66,72,76,62,69,62
83,84,61,79,85,0,69,72,64,74,79,89,74,88,65,65,82,70,80,60,70,79,62,89,63
77,68,63,69,64,86,0,77,81,81,68,88,77,75,63,88,69,89,84,60,63,71,0,0,65
80,73,65,87,64,80,77,68,78,61,72,79,86,0,70,70,85,65,0,63,76,65,74,62,81
63,76,68,74,81,72,83,77,76,68,77,79,85,78,71,73,76,87,83,76,0,73,87,61,81
85,86,73,78,72,72,61,84,85,82,89,78,79,0,77,78,63,82,82,89,63,88,79,67,62
61,62,84,88,0,77,62,78,86,80,78,73,68,74,68,70,81,0,83,79,78,63,64,87,66
75,78,89,61,79,72,87,77,62,73,81,85,74,62,88,80,84,87,73,76,72,82,66,87,87
