80,71,81,0,85,86,62,89,0,81,69,66,81,61,65,81,63,80,83,78,70,74,68,77,71
85,79,83,88,74,85,77,69,71,77,71,84,0,84,61,62,75,79,63,89,64,86,63,68,87
84,75,72,61,62,73,73,76,72,63,75,77,68,70,74,62,64,68,88,68,67,75,0,67,72
74,71,75,65,61,69,84,87,82,87,69,69,85,81,75,85,84,64,83,73,66,74,72,0,72
0,86,63,83,77,79,88,72,80,63,86,85,61,76,78,87,80,66,68,64,76,64,63,61,76
65,88,85,76,86,67,83,0,61,87,76,80,85,88,62,80,77,73,89,82,66,66,68,76,83
77,71,74,64,88,75,73,67,66,83,82,65,67,73,61,72,73,77,68,78,86,86,66,65,78
76,85,74,81,75,84,84,81,76,84,83,77,64,84,88,84,80,80,68,77,62,65,75,80,86
89,72,82,75,64,75,84,75,67,88,86,85,78,64,88,64,72,88,66,74,80,65,64,65,68
80,61,78,0,65,68,0,65,68,62,88,74,79,70,81,61,65,86,67,79,86,84,89,77,79
68,62,77,74,68,70,76,82,73,72,68,84,61,68,60,65,73,76,85,74,68,67,65,62,82
67,89,67,82,88,79,72,0,78,70,81,80,67,72,76,67,77,86,87,79,63,69,81,84,83
61,66,0,69,61,70,83,65,60,88,82,60,89,89,78,0,84,74,76,75,66,89,61,85,78
82,69,65,61,78,73,64,67,0,82,87,64,71,66,72,64,0,63,0,62,87,73,88,71,61
61,78,68,74,72,68,68,74,69,71,78,65,83,0,75,72,83,75,79,84,77,63,0,76,66
77,60,62,75,70,0,78,89,81,89,70,74,63,89,60,71,65,74,64,74,76,86,71,62,86
83,64,83,0,62,76,69,61,71,84,85,62,83,85,67,80,74,84,89,71,60,60,60,77,69
73,64,82,74,79,84,66,78,81,85,61,71,85,0,80,88,0,66,79,77,71,65,0,74,83
68,62,68,81,73,67,67,63,64,82,66,77,66,66,72,61,74,83,64,86,87,74,78,80,72
69,77,69,76,74,81,82,63,60,74,78,83,78,80,75,74,68,67,89,84,66,79,88,85,84
62,78,64,66,77,82,67,83,75,86,72,74,61,76,0,80,71,73,74,72,63,69,60,81,60
87,60,83,84,78,85,63,74,64,66,82,80,60,77,78,76,64,75,79,63,71,65,68,75,64
89,68,75,65,76,88,0,82,88,72,66,72,82,89,85,75,61,61,81,70,77,61,76,70,63
67,89,66,0,67,72,82,74,67,74,75,85,78,61,69,67,67,70,73,71,74,69,89,83,83
76,81,70,69,64,80,74,88,82,81,77,78,69,68,83,74,61,69,61,82,87,77,80,68,81
